corpus,chunk1,chunk2,chunk3,chunk4
szabadalmi,szab,ad,al,mi
bocsássak,bo,csá,ss,ak
javasoltad,ja,va,sol,tad
javasoltad,java,so,lt,ad
evilconcarne,evil,con,car,ne
látomásai,lá,to,má,sai
látomásai,lá,to,más,ai
látomásai,lá,tom,ás,ai
látomásai,lát,om,ás,ai
gyerekeiddel,gyere,ke,id,del
manuálisan,manu,ál,is,an
félrevezetni,fél,re,vezet,ni
jóváhagyott,jó,vá,hagy,ott
végrehajtás,vég,re,hajt,ás
végrehajtás,végre,ha,jt,ás
bakteriális,bak,teri,ál,is
nevelési,ne,ve,lé,si
mégjobban,még,jo,bb,an
veszélyeztette,veszély,ezt,et,te
titkosak,ti,tk,os,ak
merészelted,me,része,lt,ed
társaságtól,tár,sas,ág,tól
társaságtól,társ,as,ág,tól
kaphatjuk,kap,ha,tj,uk
pisiltem,pi,si,lt,em
reményeim,rem,én,ye,im
bizonyultak,biz,on,yul,tak
telefonomon,tele,fo,no,mon
korukban,ko,ru,kb,an
sírjánál,sí,rj,án,ál
fegyvereiteket,fegyver,ei,te,ket
életmódot,él,et,mód,ot
alaposak,al,ap,os,ak
tagadhatatlan,tag,adhat,at,lan
mozdulatok,moz,du,la,tok
születésnapodon,születés,na,po,don
örökbefogadás,örökbe,fog,ad,ás
hetvenes,he,tv,en,es
félrevezetés,fél,re,vezet,és
nottingham,no,tt,ing,ham
fogadhatok,fog,ad,ha,tok
fogadhatok,fog,ad,hat,ok
analízist,an,al,íz,ist
sajtóhoz,sa,jt,óh,oz
légierőnél,lé,gi,erő,nél
légierőnél,légi,er,őn,él
maradnotok,mar,ad,no,tok
maradnotok,mar,ad,not,ok
házassághoz,háza,ss,ág,hoz
doktorhoz,do,kt,or,hoz
wellness,we,ll,ne,ss
férfiaknál,fér,fi,ak,nál
lovagias,lo,va,gi,as
ejtettél,ej,te,tt,él
laurának,la,ur,án,ak
szerepeltél,sze,re,pelt,él
kapitányi,ka,pi,tán,yi
kapitányi,kap,it,án,yi
piramisok,pi,ra,mi,sok
piramisok,pi,ram,is,ok
önbizalma,ön,biz,al,ma
farkasokat,far,ka,so,kat
farkasokat,far,ka,sok,at
helyetekben,helye,te,kb,en
igazándiból,igaz,án,di,ból
katonaként,ka,to,na,ként
futólépés,fu,tó,lép,és
futólépés,fu,tól,ép,és
szívmasszázst,szív,mas,száz,st
tárgyalásnak,tárgy,al,ás,nak
ötcsillagos,öt,csi,ll,agos
együttest,egy,üt,te,st
járőröket,jár,őr,ök,et
walternek,wa,lt,er,nek
ajánlatokat,ajánl,at,ok,at
emlékeztesse,emlék,ezt,es,se
lássatok,lá,ss,at,ok
karjaidba,kar,ja,id,ba
rendőrökre,rend,őr,ök,re
létrehozva,lét,re,hoz,va
parkolóhely,par,ko,ló,hely
sírjához,sí,rj,áh,oz
kapcsoltad,ka,pc,sol,tad
sötétedésig,sötét,ed,és,ig
fővárosi,fő,vá,ro,si
mulligan,mu,ll,ig,an
hallhatta,ha,ll,hat,ta
napjaiban,na,pj,ai,ban
alvással,al,vá,ss,al
autómmal,au,tó,mm,al
oregonban,or,eg,on,ban
unokatestvér,un,oka,test,vér
unokatestvér,uno,ka,test,vér
unokatestvér,uno,kat,est,vér
unokatestvér,uno,kate,st,vér
unokatestvér,unoka,te,st,vér
állhattam,áll,ha,tt,am
bonaparte,bo,na,par,te
félreértetted,fél,re,ér,tetted
félreértetted,fél,re,ért,etted
félreértetted,fél,re,értett,ed
félreértetted,félre,ér,tett,ed
félreértetted,félre,ért,et,ted
félreértetted,félre,érte,tt,ed
állomásnál,ál,lo,más,nál
állomásnál,áll,om,ás,nál
őslakosok,ős,la,ko,sok
őslakosok,ős,la,kos,ok
rémálmaid,rém,ál,ma,id
intimitás,in,ti,mit,ás
intimitás,in,tim,it,ás
intimitás,int,im,it,ás
haverjaiddal,haver,ja,id,dal
haverjaiddal,haver,ja,idd,al
hozzávalókat,hozzá,va,ló,kat
reménykedett,remény,ke,de,tt
rajzoltál,raj,zo,lt,ál
állomásozott,állom,ás,oz,ott
észrevesznek,ész,re,vesz,nek
napjaimat,nap,ja,im,at
mindkettőtökkel,mind,kettő,tök,kel
mindkettőtökkel,mind,kettőt,ök,kel
kastélya,ka,st,él,ya
találhatok,tal,ál,ha,tok
találhatok,tal,ál,hat,ok
önkénteseket,ön,ként,esek,et
bannister,ban,ni,st,er
gondolatod,gon,do,la,tod
karrierednek,kar,ri,ered,nek
mellemet,me,ll,em,et
gyártottak,gyár,to,tt,ak
munkaerőt,mun,ka,er,őt
érdekesség,ér,deke,ss,ég
testeden,te,st,ed,en
tetthelyről,te,tt,hely,ről
tollakat,to,ll,ak,at
féltestvére,fél,te,st,vére
állkapcsa,áll,ka,pc,sa
önbizalmad,ön,biz,al,mad
kérdezgetni,kérd,ez,get,ni
találhatnak,tal,ál,hat,nak
tudásomat,tud,ás,om,at
vehettem,ve,he,tt,em
riválisa,ri,vá,li,sa
neveltél,ne,ve,lt,él
valahára,va,la,há,ra
barátaikat,ba,rá,tai,kat
jelentkezés,jelen,tk,ez,és
javaslatod,ja,vas,la,tod
namármost,na,már,mo,st
namármost,nam,ár,mo,st
romlottak,ro,ml,ot,tak
romlottak,ro,ml,ott,ak
romlottak,rom,lo,tt,ak
társaságnál,tár,sas,ág,nál
társaságnál,társ,as,ág,nál
házasságok,háza,ss,ág,ok
eseményeken,esem,én,ye,ken
intézetet,int,éz,et,et
kínaiaknak,kín,ai,ak,nak
kanapéján,ka,nap,éj,án
kanapéján,kan,ap,éj,án
kobayashi,ko,ba,ya,shi
kobayashi,ko,bay,as,hi
viseltél,vi,se,lt,él
ereidben,er,ei,db,en
tanúsítani,tanú,sí,ta,ni
részvényeit,rész,vén,ye,it
segíthetett,segít,he,te,tt
természetfölötti,természet,föl,öt,ti
együttesen,egy,üt,te,sen
tulajdonosai,tulaj,do,no,sai
tulajdonosai,tulaj,do,nos,ai
tulajdonosai,tulaj,don,os,ai
hajóútra,ha,jó,út,ra
fizetésemet,fizet,és,em,et
fejfájásom,fej,fáj,ás,om
érzékenyebb,érzék,en,ye,bb
ismertebb,is,mer,te,bb
egyedüllétre,egy,ed,ül,létre
egyedüllétre,egyed,ül,lét,re
fussanak,fu,ss,an,ak
házasságtörő,háza,ss,ág,törő
egyetemnek,egy,et,em,nek
magántulajdon,mag,án,tulaj,don
házimunka,ház,im,un,ka
bocsánatkérésemet,bo,csá,nat,kérésemet
bocsánatkérésemet,bocs,án,at,kérésemet
bocsánatkérésemet,bocsánat,kérés,em,et
bűnrészesség,bűn,rész,ess,ég
bűnrészesség,bűn,része,ss,ég
egyetien,eg,ye,ti,en
mindannyiunkért,mind,annyi,un,kért
parkolóból,par,ko,ló,ból
eszeveszett,esz,ev,esze,tt
eszeveszett,esz,eve,sze,tt
eszeveszett,esze,ve,sze,tt
szeretnivaló,szer,et,ni,való
szeretnivaló,szeret,ni,va,ló
hajtóműveket,haj,tó,műve,ket
hajtóműveket,haj,tó,művek,et
otthonosan,ott,ho,no,san
otthonosan,ott,ho,nos,an
shillinget,sh,il,lin,get
shillinget,sh,il,ling,et
shillinget,shi,ll,in,get
shillinget,shi,ll,ing,et
pánikolni,pá,ni,kol,ni
dallasba,da,ll,as,ba
keresztülmentél,kereszt,ül,men,tél
keresztülmentél,kereszt,ül,ment,él
létrehoztak,lét,re,hoz,tak
gondolatokkal,gon,dol,at,okkal
gondolatokkal,gondol,at,ok,kal
hatalomért,ha,ta,lo,mért
hatalomért,ha,tal,om,ért
hatalomért,hat,al,om,ért
fővárost,fő,vá,ro,st
karmester,kar,me,st,er
továbbmenni,to,vá,bb,menni
jelentkezek,jel,en,tk,ezek
akadályozhatja,akadály,oz,hat,ja
együttélés,egy,üt,tél,és
hallotam,ha,ll,ot,am
vásárlási,vá,sár,lá,si
clementine,clem,en,ti,ne
hasított,ha,sí,to,tt
jóváhagyja,jó,vá,hagy,ja
valentino,val,en,ti,no
határokon,ha,tár,ok,on
határokon,hat,ár,ok,on
hátteret,há,tt,er,et
csinálnotok,csi,nál,no,tok
csinálnotok,csi,nál,not,ok
csinálnotok,csin,ál,no,tok
csinálnotok,csin,ál,not,ok
tudománya,tu,do,mán,ya
tudománya,tu,dom,án,ya
tudománya,tud,om,án,ya
vasútállomás,vas,út,állom,ás
vasútállomás,vasút,ál,lo,más
vasútállomás,vasút,áll,om,ás
vallomások,va,ll,om,ások
vallomások,val,lo,má,sok
vallomások,val,lo,más,ok
vallomások,vall,om,ás,ok
vadászokat,vad,ás,zo,kat
vadászokat,vad,ász,ok,at
madridba,ma,dr,id,ba
riporternek,ri,port,er,nek
végignézem,vég,ig,néz,em
karikacsapás,ka,ri,ka,csapás
pitiáner,pi,ti,án,er
kakarotto,ka,kar,ot,to
hallásom,ha,ll,ás,om
rendőrfőnököt,rend,őr,főnök,öt
rendőrfőnököt,rendőr,fő,nö,köt
rendőrőrsön,rend,őr,őrs,ön
változnia,vá,lt,oz,nia
valóságshow,valós,ág,sh,ow
juttattam,ju,tt,at,tam
juttattam,jut,ta,tt,am
takahashi,ta,ka,ha,shi
takahashi,ta,ka,has,hi
takahashi,tak,ah,as,hi
jelentetted,jel,en,tett,ed
jelentetted,jelen,te,tt,ed
romantikusan,rom,antik,us,an
romantikusan,roman,ti,ku,san
vérnyomásom,vér,nyom,ás,om
alligátor,al,li,gát,or
működjenek,mű,köd,je,nek
életjeleket,él,et,jele,ket
életjeleket,él,et,jelek,et
katalógus,ka,ta,ló,gus
katalógus,ka,ta,lóg,us
kaphattam,kap,ha,tt,am
határvonal,ha,tár,von,al
határvonal,hat,ár,von,al
találhatom,tal,ál,ha,tom
találhatom,tal,ál,hat,om
engedélyeket,enged,él,ye,ket
napkeltekor,nap,kel,te,kor
postaláda,pos,ta,lá,da
ingorion,in,go,ri,on
céltudatos,cél,tud,at,os
direktor,di,re,kt,or
vesztegetés,vesz,te,get,és
társadalomba,tár,sa,dalom,ba
társadalomba,társa,dal,om,ba
társadalomba,társad,al,om,ba
állatokra,ál,la,tok,ra
állatokra,áll,at,ok,ra
listához,li,st,áh,oz
szándékunkban,szándék,un,kb,an
tanácsának,tan,ács,án,ak
vérszerinti,vér,sze,rin,ti
vérszerinti,vér,szer,in,ti
mindenfajta,min,den,faj,ta
mindenfajta,mind,en,faj,ta
akaratomból,ak,ara,tom,ból
akaratomból,ak,arat,om,ból
akaratomból,aka,ra,tom,ból
akaratomból,aka,rat,om,ból
akaratomból,akar,at,om,ból
gondjaira,gon,dj,ai,ra
adatokhoz,ad,at,ok,hoz
tetoválva,te,tov,ál,va
mechanikai,me,cha,ni,kai
mechanikai,me,cha,nik,ai
raktárhoz,ra,kt,ár,hoz
ugyanattól,ugy,an,at,tól
tartályokat,tart,ál,yo,kat
helyesebb,hel,ye,se,bb
jelvényemet,jel,vén,ye,met
városhoz,vá,ro,sh,oz
alexandre,al,ex,an,dre
alexandre,al,ex,and,re
jelentőséget,jelent,ős,ég,et
haverodnak,ha,ve,rod,nak
raktárnál,ra,kt,ár,nál
rendelésre,ren,del,és,re
önkéntesnek,ön,ként,es,nek
hamisító,ha,mi,sí,tó
bájitalt,bá,ji,ta,lt
projektnek,pro,je,kt,nek
dominikai,do,mi,ni,kai
dominikai,do,mi,nik,ai
csinálhatott,csi,nál,hat,ott
csinálhatott,csin,ál,hat,ott
csinálhatott,csinál,ha,to,tt
gyorshajtásért,gyors,hajt,ás,ért
szereltem,sze,re,lt,em
hadsereghez,had,se,reg,hez
hadsereghez,had,ser,eg,hez
évszázadokig,év,száz,adok,ig
évszázadokig,év,század,ok,ig
telefonhívások,telefon,hív,ás,ok
vállalnak,vá,ll,al,nak
mobilodon,mo,bi,lo,don
döntéseimet,dönt,és,ei,met
kristályokat,kris,tál,yo,kat
vállaltál,vá,ll,al,tál
vállaltál,vá,ll,alt,ál
juthattak,jut,ha,tt,ak
életbiztosítás,él,et,biztosít,ás
holmijait,hol,mi,ja,it
ezeréves,ez,er,év,es
végighallgatni,vég,ig,hallgat,ni
lényegesen,lény,eg,es,en
bangkokban,bang,ko,kb,an
halottkémet,ha,lo,tt,kémet
halottkémet,hal,ott,ké,met
halottkémet,hal,ott,kém,et
halottkémet,halo,tt,ké,met
halottkémet,halo,tt,kém,et
tanulással,ta,nu,láss,al
nagykövettel,nagy,kö,vet,tel
napjának,na,pj,án,ak
koronahercegnő,ko,ro,na,hercegnő
madarakkal,ma,da,rak,kal
madarakkal,ma,dar,ak,kal
adhattam,ad,ha,tt,am
általánosban,ál,talán,os,ban
általánosban,által,án,os,ban
mcallister,mc,all,ist,er
testvéreimet,test,vér,ei,met
testvéreimet,test,vére,im,et
alapjaiban,al,ap,jai,ban
németországot,né,met,ország,ot
minőséget,mi,nős,ég,et
minőséget,min,ős,ég,et
vasútállomáson,vas,út,állomás,on
vasútállomáson,vasút,ál,lo,máson
vasútállomáson,vasút,állom,ás,on
fiatalemberrel,fi,at,al,emberrel
vitaminok,vi,ta,min,ok
vitaminok,vi,tam,in,ok
keverednek,ke,ve,red,nek
keverednek,ke,ver,ed,nek
keverednek,kev,er,ed,nek
adatbázisba,ad,at,bázis,ba
fenevadat,fe,ne,vad,at
járműveket,jár,mű,ve,ket
válladra,vá,ll,ad,ra
tanácsadóként,tan,ács,adó,ként
végrehajtva,vég,re,hajt,va
végrehajtva,végre,ha,jt,va
életformát,él,et,for,mát
örökkévalóságot,örök,ké,valóság,ot
örökkévalóságot,örökké,valós,ág,ot
karamell,ka,ra,me,ll
vetettél,ve,te,tt,él
bámulatosan,bá,mulat,os,an
bámulatosan,bámul,at,os,an
michigani,mi,chi,ga,ni
változtatásokat,változtat,ás,ok,at
parkolóhelyet,par,ko,ló,helyet
barátaitok,ba,rá,tai,tok
patológus,pa,to,ló,gus
patológus,pa,to,lóg,us
portlandi,po,rt,lan,di
forgatott,for,ga,to,tt
számításokat,számít,ás,ok,at
kereskedelmet,keres,ke,del,met
hálózatra,hál,óz,at,ra
tudjatok,tu,dj,at,ok
szolgáltatások,szolgált,at,ás,ok
életetekben,élete,te,kb,en
közveszélyes,köz,ve,szél,yes
közveszélyes,köz,vesz,él,yes
csapatait,csa,pa,ta,it
véleményedre,vélem,én,ye,dre
halálért,ha,lá,lé,rt
látszódjon,lát,szó,dj,on
tagadhatom,tag,ad,ha,tom
tagadhatom,tag,ad,hat,om
titkaikat,ti,tk,ai,kat
munkamániás,munka,má,ni,ás
hadműveleti,had,mű,vele,ti
villámgyors,vi,ll,ám,gyors
családotok,csa,lá,do,tok
családotok,csa,lá,dot,ok
valóságosak,valós,ág,os,ak
életemhez,él,et,em,hez
városomban,vár,os,om,ban
borzalmasak,borz,al,mas,ak
hibáimat,hi,bá,im,at
magániskolába,magán,is,ko,lába
kevertél,ke,ve,rt,él
szívességeket,szív,ess,égek,et
szívességeket,szíve,ss,égek,et
ismerősei,is,mer,ős,ei
hatalmasok,ha,tal,ma,sok
hatalmasok,ha,tal,mas,ok
hatalmasok,hat,al,ma,sok
hatalmasok,hat,al,mas,ok
vagyonomat,vagy,on,om,at
csalódottnak,csaló,do,tt,nak
boldogtalanok,boldog,ta,lan,ok
boldogtalanok,boldog,tal,an,ok
adhatott,ad,ha,to,tt
jóbarátom,jó,ba,rá,tom
informatikai,in,forma,ti,kai
nézegetem,néz,eg,et,em
kettőnkért,ke,tt,őn,kért
végigmenni,vég,ig,men,ni
helyénvalónak,hely,én,va,lónak
helyénvalónak,hely,én,való,nak
helyénvalónak,helyén,va,ló,nak
lamborghini,lam,borg,hi,ni
holttesten,ho,lt,test,en
holttesten,ho,ltt,es,ten
holttesten,ho,ltt,est,en
holttesten,hol,tt,es,ten
holttesten,hol,tt,est,en
holttesten,holt,te,st,en
tudatjuk,tu,da,tj,uk
nevettetni,ne,vett,et,ni
nevettetni,neve,tt,et,ni
hitvesem,hi,tv,es,em
kattints,ka,tt,in,ts
rajzoltad,raj,zo,lt,ad
lakásunkban,lakás,un,kb,an
autólopás,au,tó,lop,ás
autólopás,au,tól,op,ás
dolgotokat,dol,go,to,kat
dolgotokat,dol,go,tok,at
dolgotokat,dol,got,ok,at
válással,vá,lá,ss,al
hadjáratot,ha,dj,árat,ot
hadjáratot,had,jár,at,ot
kétféleképpen,két,féle,kép,pen
kétféleképpen,két,félek,ép,pen
kétféleképpen,két,félek,épp,en
segítségemmel,segíts,ég,em,mel
tüdőgyulladást,tüdő,gyu,ll,adást
sodortam,so,do,rt,am
mitológia,mi,to,ló,gia
pentagonban,pen,ta,gon,ban
pentagonban,pen,tag,on,ban
találhatóak,talál,ha,tó,ak
prostival,pr,os,ti,val
prostival,pro,st,iv,al
lannister,lan,ni,st,er
sebészeten,seb,ész,et,en
ágyunkban,ág,yun,kb,an
ágyunkban,ágy,un,kb,an
rochester,ro,che,st,er
miyamoto,mi,ya,mo,to
fenntartható,fenn,tart,ha,tó
fenntartható,fennt,art,ha,tó
titkokkal,ti,tk,ok,kal
reménykedjen,remény,ke,dj,en
kolosszális,ko,los,szál,is
kolosszális,kol,os,szál,is
látogatom,lá,to,ga,tom
fájdalomról,fáj,dal,om,ról
pakoljuk,pa,ko,lj,uk
lábatokat,lá,ba,to,kat
lábatokat,lá,ba,tok,at
lábatokat,lá,bat,ok,at
lábatokat,láb,at,ok,at
háztartás,ház,ta,rt,ás
jennifert,jen,ni,fe,rt
rokonaid,ro,ko,na,id
bandatagok,ban,da,tag,ok
élhetett,él,he,te,tt
juttatom,ju,tt,at,om
szeressem,sze,re,ss,em
professor,pr,of,es,sor
professor,pr,of,ess,or
professor,pro,fe,ss,or
antoinette,an,to,in,ette
postahivatal,posta,hi,va,tal
postahivatal,posta,hiv,at,al
ajánlatunkat,ajánl,at,un,kat
dögunalom,dög,un,al,om
rágondolni,rá,gon,dol,ni
tenyeremet,te,nyer,em,et
tenyeremet,ten,ye,re,met
tenyeremet,ten,ye,rem,et
regényeket,re,gén,ye,ket
regényeket,reg,én,ye,ket
ismerőseim,is,merő,se,im
vallottak,va,ll,ot,tak
vallottak,va,ll,ott,ak
vallottak,val,lo,tt,ak
állomása,ál,lo,má,sa
ígéretedet,ígér,et,ed,et
vesztenivalóm,vesz,te,ni,valóm
színdarabot,szín,da,ra,bot
színdarabot,szín,da,rab,ot
színdarabot,szín,dar,ab,ot
autoimmun,au,to,im,mun
gondjukat,gon,dj,uk,at
mutathatom,mu,ta,that,om
szupermodell,szu,per,mo,dell
szupermodell,szu,per,mode,ll
szupermodell,szuper,mo,de,ll
meditálni,me,di,tál,ni
testőrei,te,st,őr,ei
rohangálni,ro,hang,ál,ni
jelentettél,jel,en,tett,él
jelentettél,jelen,te,tt,él
laptopján,lap,to,pj,án
galvatron,ga,lv,at,ron
erőteljesen,erő,tel,je,sen
fertőzte,fe,rt,őz,te
hallgattok,hall,ga,tt,ok
értelmeset,ér,tel,me,set
halálosak,ha,lá,los,ak
halálosak,hal,ál,os,ak
életnagyságban,él,et,nagyság,ban
gondolkodjam,gondol,ko,dj,am
ugyanahhoz,ugy,an,ah,hoz
ugyanahhoz,ugy,an,ahh,oz
szemszögemből,szem,szög,em,ből
szánalomból,szán,al,om,ból
vitaminokat,vita,mi,no,kat
vitaminokat,vita,min,ok,at
sárkányokat,sár,kán,yo,kat
ruháinkat,ru,há,in,kat
hónapokra,hó,nap,ok,ra
mellkast,me,ll,ka,st
paintball,pa,in,tb,all
paintball,pa,int,ba,ll
alsóbbrendű,al,só,bb,rendű
olyasvalakire,oly,as,val,akire
olyasvalakire,oly,as,valaki,re
olyasvalakire,olyas,val,aki,re
szemlátomást,szem,lá,to,mást
delaware,de,la,wa,re
gonosztevők,gon,oszt,ev,ők
végrehajtott,vég,re,hajt,ott
végrehajtott,végre,ha,jt,ott
végrehajtott,végre,haj,to,tt
fiatalemberek,fi,at,al,emberek
gondolhatott,gon,dol,hat,ott
gondolhatott,gondol,ha,to,tt
korlátozva,kor,lát,oz,va
hatalomnak,ha,tal,om,nak
hatalomnak,hat,al,om,nak
stanfordra,st,an,ford,ra
műanyagot,mű,an,ya,got
veszettül,ve,sze,tt,ül
libanoni,li,ba,no,ni
diliházban,di,li,ház,ban
cserbenhagytalak,cserben,hagy,tal,ak
gondolhatta,gon,dol,hat,ta
újkorában,új,ko,rá,ban
seggfejeket,segg,fe,je,ket
ahjusshi,ah,ju,ss,hi
tanároknak,tan,ár,ok,nak
idővonalat,idő,von,al,at
születésének,szül,et,és,ének
halálsoron,hal,ál,so,ron
halálsoron,hal,ál,sor,on
romantikusnak,rom,antik,us,nak
keltettél,ke,lt,et,tél
keltettél,kel,te,tt,él
láthasson,lát,ha,ss,on
társadalomra,tár,sa,dalom,ra
társadalomra,társa,dal,om,ra
társadalomra,társad,al,om,ra
tanácsadóval,tan,ács,adó,val
testvérünket,te,st,vérünk,et
darabbal,da,ra,bb,al
törmeléket,tör,me,lé,ket
képviselt,kép,vi,se,lt
kalózokat,ka,ló,zo,kat
kalózokat,kal,óz,ok,at
ártottak,ár,to,tt,ak
nemesebb,ne,me,se,bb
nevelést,ne,ve,lé,st
váltatok,vá,lt,at,ok
kétségbeejtő,ké,ts,égbe,ejtő
történetei,tört,én,et,ei
évszázados,év,száz,ad,os
késedelem,ké,se,del,em
rejtegetnivalóm,rejt,eget,ni,valóm
biokémiai,bi,oké,mi,ai
biokémiai,bio,ké,mi,ai
férfiaktól,fér,fi,ak,tól
értesíti,ér,te,sí,ti
rajtakaptak,raj,ta,kap,tak
rajtakaptak,raj,tak,ap,tak
rajtakaptak,rajt,ak,ap,tak
álldogálni,áll,dog,ál,ni
önkéntest,ön,kén,te,st
másodpilóta,másod,pi,ló,ta
hadseregének,had,se,re,gének
hadseregének,had,se,reg,ének
hadseregének,had,ser,eg,ének
egyesülni,eg,ye,sül,ni
egyesülni,eg,yes,ül,ni
egyesülni,egy,es,ül,ni
