corpus,chunk1,chunk2,chunk3,score,joke
tudatom,tud,at,om,,
bandita,ban,di,ta,,
halálból,hal,ál,ból,,
dalton,da,lt,on,,
egyenruhában,eg,yen,ruhában,,
egyenruhában,egy,en,ruhában,2,
követel,kö,ve,tel,,
érdeke,ér,de,ke,,
célzott,cél,zo,tt,,
férfira,fér,fi,ra,,
maradva,mar,ad,va,,
hajamat,ha,jam,at,,
hajamat,haj,am,at,,
házánál,ház,án,ál,,
válási,vá,lá,si,,
ügyvéddel,ügy,véd,del,,
barátunkat,barát,un,kat,,
mister,mi,st,er,,
olaszországban,olasz,ország,ban,3,olasz ország ban
adatai,ad,at,ai,,
bajotok,ba,jo,tok,,
bajotok,baj,ot,ok,,
ugyanabba,ugy,an,abba,,
ugyanabba,ugyan,ab,ba,2,
haladni,hal,ad,ni,,
életemre,élet,em,re,2,
szabadnapot,szab,ad,napot,,
szabadnapot,szabad,nap,ot,2,
vadonatúj,vadon,at,új,,
holttesteket,ho,lt,testeket,,
holttesteket,holt,teste,ket,,
holttesteket,holt,testek,et,,
hajtómű,haj,tó,mű,,
fényképezte,fény,képez,te,2,
fényképezte,fénykép,ez,te,,
forrást,for,rá,st,2,
egymásban,egy,más,ban,3,egy más ban
szálltak,szál,lt,ak,,
titkom,ti,tk,om,,
katrina,kat,ri,na,,
célpontok,cél,pont,ok,,
műveletet,mű,vel,etet,,
műveletet,művel,et,et,,
egyformán,egy,for,mán,2,
váltás,vá,lt,ás,,
rendőrnek,rend,őr,nek,,
testemet,test,em,et,,
nővérkém,nő,vér,kém,,
másikon,má,sik,on,,
tobias,to,bi,as,,
európába,euró,pá,ba,,
várhatok,vár,ha,tok,2,
várhatok,vár,hat,ok,2,
jómagam,jó,mag,am,,
borzalmasan,borz,alma,san,,
florida,flo,ri,da,,
denevér,de,ne,vér,,
denevér,den,ev,ér,,
választások,választ,ás,ok,,
testőr,te,st,őr,,
sírást,sí,rá,st,,
mozduljanak,mozdul,ja,nak,,
mozduljanak,mozdul,jan,ak,,
mozduljanak,mozdulj,an,ak,,
nyomozásban,nyomoz,ás,ban,,
éljenek,él,je,nek,,
tengeralattjáró,tenger,alatt,járó,,
rosszabbak,rossz,ab,bak,,
csinálhat,csi,nál,hat,2,
csinálhat,csin,ál,hat,,
dehogyisnem,dehogy,is,nem,2,
szabálya,szab,ál,ya,,
logika,lo,gi,ka,,
kolléga,kol,lé,ga,,
gazdaság,gaz,das,ág,,
érezné,ér,ez,né,,
viszhall,visz,ha,ll,,
egyetemről,egyet,em,ről,2,
módszere,mód,sze,re,,
lámpákat,lám,pá,kat,,
fűszeres,fű,szer,es,,
roberto,rob,er,to,,
fegyvertelen,fegyver,tel,en,,
embereivel,ember,ei,vel,2,
vallotta,vall,ot,ta,,
rohanok,ro,han,ok,,
maguké,ma,gu,ké,,
alkalmazottak,alkalmaz,ot,tak,,
alkalmazottak,alkalmaz,ott,ak,,
kapcsolatokat,kapcsolat,ok,at,,
martinez,mar,tin,ez,,
javasoltam,java,sol,tam,,
nevelni,ne,vel,ni,,
másképpen,más,kép,pen,2,
egyezés,egy,ez,és,2,
minőségi,mi,nős,égi,,
minőségi,min,ős,égi,,
fényképeket,fény,képe,ket,,
fényképeket,fény,képek,et,2,
hullaházban,hulla,ház,ban,2,
tönkreteszed,tönkre,te,szed,,
tönkreteszed,tönkre,tesz,ed,,
adhatod,ad,ha,tod,,
munkahelyén,mun,ka,helyén,,
munkahelyén,munka,hely,én,3,munka hely én
szektor,sze,kt,or,,
olyanokkal,oly,an,okkal,,
olyanokkal,olyan,ok,kal,,
főhadnagy,fő,had,nagy,,
bulinak,bu,li,nak,,
bulinak,bu,lin,ak,,
londonból,lon,don,ból,,
közepette,köze,pet,te,,
mindörökre,mind,örök,re,2,
fájdalommal,fáj,dalom,mal,,
nevetnek,ne,vet,nek,,
élettől,él,et,től,,
vezetékneve,vezeték,ne,ve,,
sebességet,seb,ess,éget,,
sebességet,sebe,ss,éget,,
ajánlottam,ajánl,ot,tam,,
ajánlottam,ajánl,ott,am,,
örökkévalóság,örök,ké,valóság,,
örökkévalóság,örökké,valós,ág,,
szeretők,szer,et,ők,,
cukorfalat,cukor,fal,at,,
házassága,háza,ss,ága,,
bocsika,bo,csi,ka,,
hangodat,han,god,at,,
életen,él,et,en,,
középiskolai,köz,ép,iskolai,,
egyetemista,egyetem,is,ta,2,
köteles,kö,tel,es,,
magasról,mag,as,ról,,
embereinek,ember,ei,nek,2,
házamat,ház,am,at,,
holtteste,ho,lt,teste,,
holtteste,ho,ltt,este,,
holtteste,hol,tt,este,2,
mindhárman,mind,hár,man,,
szervezni,szerv,ez,ni,,
semmije,sem,mi,je,2,
american,am,eric,an,,
american,ame,ri,can,,
american,ame,ric,an,,
tudjanak,tud,ja,nak,2,
tudjanak,tud,jan,ak,,
tudjanak,tudj,an,ak,,
koktél,ko,kt,él,,
hadnagyot,had,nagy,ot,,
döntened,dönt,en,ed,,
autóbaleset,au,tó,baleset,,
autóbaleset,autó,bal,eset,2,
karján,ka,rj,án,,
légyszíves,légy,szív,es,,
útvonalat,út,vonal,at,,
határán,ha,tár,án,,
határán,hat,ár,án,,
ajánlottak,ajánl,ot,tak,,
ajánlottak,ajánl,ott,ak,,
csapatod,csa,pa,tod,,
akármikor,ak,ár,mikor,,
akármikor,akár,mi,kor,3,akár mi kor
akármikor,akár,mik,or,,
valósággal,valós,ág,gal,,
tudatlan,tud,at,lan,,
állapotba,ál,lapot,ba,,
kerülhetett,kerül,he,tett,2,
kerülhetett,kerül,hete,tt,,
gondolhatod,gondol,ha,tod,,
védenem,véd,en,em,,
másikba,má,sik,ba,,
távozzanak,távozz,an,ak,,
egyeznek,egy,ez,nek,2,
ilyesmiket,il,yes,miket,,
ilyesmiket,ily,es,miket,,
végignézni,vég,ig,nézni,2,
végignézni,végig,néz,ni,2,
takarodjon,ta,karod,jon,,
hajónak,ha,jó,nak,2,
magukról,mag,uk,ról,,
biztonságosan,biztonság,os,an,,
mozgalom,moz,gal,om,,
értheted,ér,the,ted,,
értheted,ért,he,ted,,
tagadni,tag,ad,ni,,
férfinek,fér,fi,nek,,
vállalatot,vállal,at,ot,,
férfiként,fér,fi,ként,,
tanácsom,tan,ács,om,,
jelentesz,jel,en,tesz,2,
naruto,na,ru,to,,
jelenlétét,jelen,lé,tét,,
öntelt,ön,te,lt,2,
csapásra,csap,ás,ra,,
isabella,is,abel,la,,
fejedből,fe,jed,ből,,
fejedből,fej,ed,ből,,
ajtóban,aj,tó,ban,,
gondolatot,gondol,at,ot,,
tanácsadója,tanács,adó,ja,,
haditengerészet,ha,di,tengerészet,,
haditengerészet,hadi,tengerész,et,,
papírra,pap,ír,ra,,
értsem,ér,ts,em,,
emlékeztess,emlék,ez,tess,,
emlékeztess,emlék,ezt,ess,,
okostojás,ok,os,tojás,,
rendszeres,rend,szer,es,,
kapjak,ka,pj,ak,,
barátainak,barát,ai,nak,,
barátainak,barát,ain,ak,,
stokes,st,ok,es,,
örökkévalóságig,örökké,valóság,ig,,
uraság,ur,as,ág,,
bátyámmal,báty,ám,mal,,
sírtál,sí,rt,ál,,
tudtalak,tud,tal,ak,,
bizalmasan,biz,alma,san,,
vonalak,von,al,ak,,
nővéremet,nő,vére,met,,
nővéremet,nő,vérem,et,,
nővéremet,nővé,re,met,,
nővéremet,nővé,rem,et,,
nővéremet,nővér,em,et,,
mamája,ma,má,ja,,
növeli,nö,ve,li,,
oroszországban,orosz,ország,ban,3,orosz ország ban
haladok,ha,la,dok,,
haladok,hal,ad,ok,,
képviselem,kép,visel,em,,
mentettem,men,tett,em,,
lábaid,lá,ba,id,,
másmilyen,más,mily,en,2,
választáson,választ,ás,on,2,
változások,vált,oz,ások,,
magamnál,mag,am,nál,,
franciaországba,fran,cia,országba,,
franciaországba,francia,ország,ba,3,francia ország ba
gondoljatok,gondol,ja,tok,,
gondoljatok,gondolj,at,ok,,
szállást,szál,lá,st,,
nyitottam,nyit,ot,tam,,
nyitottam,nyit,ott,am,,
hajolj,ha,jo,lj,,
emlékét,em,lé,két,,
álomba,ál,om,ba,,
szakértők,szaké,rt,ők,,
halihó,ha,li,hó,,
műveleti,mű,vele,ti,2,
céloztam,cél,oz,tam,,
kormánya,kor,mán,ya,,
számomat,szám,om,at,,
azáltal,az,ál,tal,,
helyezte,hely,ez,te,2,
carlton,car,lt,on,,
titkár,ti,tk,ár,,
törölve,tör,öl,ve,,
madeline,ma,de,line,,
madeline,made,li,ne,,
időszakon,idős,zak,on,,
totálisan,totál,is,an,,
kertész,ke,rt,ész,,
stanton,st,an,ton,,
postán,po,st,án,,
részeket,ré,sze,ket,,
adrenalin,ad,rena,lin,,
ferguson,fer,gu,son,,
ferguson,fer,gus,on,,
ferguson,ferg,us,on,,
semmid,se,mm,id,,
alattomos,alatt,om,os,,
ilyesmik,il,yes,mik,,
ilyesmik,ily,es,mik,,
magasság,maga,ss,ág,,
michaelt,mi,chae,lt,,
tiszteletreméltó,tisztelet,re,méltó,,
tiszteletreméltó,tisztelet,remél,tó,,
boltból,bo,lt,ból,,
használhatja,használ,hat,ja,,
hívásokat,hív,ások,at,,
hívásokat,hívás,ok,at,,
nemigaz,ne,mi,gaz,,
nemigaz,ne,mig,az,,
nemigaz,nem,ig,az,3,nem ig az
valósi,va,ló,si,,
repülőtéren,repülő,tér,en,2,
repülőtéren,repülőt,ér,en,,
asztalomon,asztal,om,on,,
tisztességesen,tisztesség,es,en,,
égvilágon,ég,világ,on,2,
juthatott,ju,that,ott,,
juthatott,jut,hat,ott,3,jut hat ott
dubois,du,bo,is,,
valamelyikük,va,la,melyikük,,
végigcsinálni,vég,ig,csinálni,2,
végigcsinálni,végig,csinál,ni,2,
állhatok,áll,ha,tok,2,
állhatok,áll,hat,ok,2,
falakat,fa,la,kat,,
falakat,fal,ak,at,,
újságokban,újság,ok,ban,,
nevetségesen,nevetség,es,en,,
istentől,is,ten,től,2,
istentől,ist,en,től,2,
narancssárga,narancs,sár,ga,,
szálltam,szál,lt,am,,
érzéseidet,érzése,id,et,,
nyitottak,nyit,ot,tak,,
nyitottak,nyit,ott,ak,,
dinamit,di,na,mit,2,
dinamit,di,nam,it,,
szakítottatok,szakított,at,ok,,
fejemre,fe,jem,re,,
fejemre,fej,em,re,,
ismerje,is,mer,je,,
kancellár,kan,cell,ár,,
jobbnak,jo,bb,nak,,
haladás,hal,ad,ás,,
égetni,ég,et,ni,,
változtak,vált,oz,tak,,
magyarázattal,magyaráz,at,tal,,
ügyvédre,ügy,véd,re,,
esetekben,esete,kb,en,,
kapcsolatra,kapcsol,at,ra,,
hallotok,hal,lo,tok,,
hallotok,hall,ot,ok,,
ugyanolyanok,ugy,an,olyanok,,
ugyanolyanok,ugyan,olyan,ok,2,
portás,po,rt,ás,,
tehenet,te,he,net,,
albumot,al,bum,ot,,
valódiak,való,di,ak,,
csontokat,csont,ok,at,,
hamisan,ha,mi,san,3,ha mi san
hamisan,ham,is,an,,
találtok,tal,ál,tok,,
melyikőtök,melyik,őt,ök,2,
hírneve,hír,ne,ve,,
kérdeztél,kérd,ez,tél,,
kérdeztél,kérd,ezt,él,,
liftet,li,ft,et,,
folytassam,folyt,as,sam,,
hetekben,hete,kb,en,,
uralni,ur,al,ni,,
vereség,ver,es,ég,,
hónapokkal,hó,nap,okkal,,
hónapokkal,hó,napok,kal,,
hónapokkal,hónap,ok,kal,,
koporsó,ko,por,só,,
irányította,irányít,ot,ta,,
fogadtak,fog,ad,tak,,
szolgálhatok,szolgál,ha,tok,,
szolgálhatok,szolgál,hat,ok,,
halottat,hal,ott,at,,
halottat,halo,tt,at,,
merészeli,me,része,li,,
végezzen,vég,ez,zen,,
homoszexuális,ho,mo,szexuális,,
magadnál,mag,ad,nál,,
alakok,al,ak,ok,,
dolgukat,dol,gu,kat,,
fájdalomtól,fáj,dalom,tól,2,
jeléül,je,lé,ül,,
másnapos,más,na,pos,2,
másnapos,más,nap,os,2,
magasba,mag,as,ba,,
egyensúlyt,eg,yen,súlyt,,
egyensúlyt,egy,en,súlyt,2,
viheti,vi,he,ti,,
magánügy,mag,án,ügy,,
teszteket,tesz,te,ket,2,
hősies,hő,si,es,,
rablást,rab,lá,st,,
égbolt,ég,bo,lt,,
születnek,szül,et,nek,,
padláson,pad,lá,son,,
hatvan,ha,tv,an,,
szobatársam,szoba,tár,sam,,
szobatársam,szoba,társ,am,,
vádolni,vá,dol,ni,,
ismerve,is,mer,ve,,
alkalmazottja,alkalmaz,ott,ja,,
ismerősen,is,merő,sen,,
ismerősen,ismer,ős,en,,
szemeddel,szem,ed,del,,
barrett,bar,re,tt,,
helyedre,hel,ye,dre,,
helyedre,hely,ed,re,2,
délutánra,dél,után,ra,3,dél után ra
seggemet,segg,em,et,,
kétezer,két,ez,er,,
csökkenteni,csökken,te,ni,,
álmodj,ál,mo,dj,,
lőszert,lő,sze,rt,,
ujjlenyomatokat,ujjlenyomat,ok,at,,
emberemet,ember,em,et,,
kanada,ka,na,da,,
veszélye,ve,szél,ye,,
veszélye,vesz,él,ye,,
ügyekben,ügye,kb,en,,
arcukat,arc,uk,at,,
látnotok,lát,no,tok,,
látnotok,lát,not,ok,,
idézem,id,éz,em,,
dobozokat,doboz,ok,at,,
magadba,mag,ad,ba,,
időszakban,idős,zak,ban,,
évszázad,év,száz,ad,,
mosolya,mo,sol,ya,,
barátnőddel,barát,nőd,del,,
figyelmesen,figyel,me,sen,,
létrehozott,lét,re,hozott,2,
létrehozott,létre,hoz,ott,3,létre hoz ott
történeted,történ,et,ed,,
sikertelen,siker,tel,en,,
kellemesen,kell,eme,sen,,
központnak,köz,pont,nak,2,
ötezer,öt,ez,er,,
informátor,in,formát,or,,
láthattam,lá,that,tam,,
láthattam,lát,hat,tam,,
követelem,köve,tel,em,,
örömteli,öröm,te,li,,
agyamra,agy,am,ra,,
gonoszak,go,nos,zak,,
gonoszak,gon,os,zak,,
húgodat,hú,god,at,,
itallal,it,all,al,,
válaszod,vá,las,zod,,
tüntetni,tünt,et,ni,,
kérjem,ké,rj,em,,
tartozni,tart,oz,ni,,
milton,mi,lt,on,2,
tisztesség,tiszt,ess,ég,,
titkai,ti,tk,ai,,
történetnek,történ,et,nek,,
ismertél,is,mer,tél,,
ismertél,is,mert,él,2,
valamitől,va,la,mitől,,
valamitől,val,ami,től,3,val ami től
valamitől,vala,mi,től,2,
rávette,rá,vet,te,2,
oktató,ok,ta,tó,,
értesültem,ért,es,ültem,,
értesültem,érte,sült,em,,
holttestek,ho,lt,testek,,
holttestek,ho,ltt,estek,,
holttestek,hol,tt,estek,,
haltál,ha,lt,ál,,
takarodjatok,takarodj,at,ok,,
repülőtér,repül,őt,ér,,
rengetegen,ren,get,egen,,
vallani,val,la,ni,,
utálatos,utál,at,os,,
álmaimban,álma,im,ban,,
valamije,va,la,mije,,
valamije,val,ami,je,2,
valamije,vala,mi,je,,
halottam,hal,ot,tam,,
halottam,hal,ott,am,,
halottam,halo,tt,am,,
engedélyezem,engedély,ez,em,,
pénzedet,pénz,ed,et,,
testvériség,testvér,is,ég,,
házunkat,ház,un,kat,,
falakon,fal,ak,on,,
kapuhoz,kap,uh,oz,,
foltot,fo,lt,ot,,
darius,da,ri,us,,
kérdeznek,kérd,ez,nek,,
eszemet,esz,em,et,,
doktornak,dok,tor,nak,,
jelentősen,jelent,ős,en,2,
főnökét,fő,nö,két,,
csomagokat,csomag,ok,at,,
nyitotta,nyit,ot,ta,,
rendőrbíró,rend,őr,bíró,,
bottal,bo,tt,al,,
rövidesen,rövid,es,en,2,
pasinak,pa,si,nak,,
pasinak,pa,sin,ak,,
pasinak,pas,in,ak,,
pakolj,pa,ko,lj,,
hatalmad,ha,tal,mad,,
hatalmad,hat,al,mad,,
miriam,mi,ri,am,,
bölcsesség,bölcs,ess,ég,,
halakat,ha,la,kat,,
halakat,hal,ak,at,,
unokatesóm,un,oka,tesóm,,
unokatesóm,uno,ka,tesóm,,
morrison,mor,ri,son,,
orvosság,or,voss,ág,,
ezredest,ez,red,est,,
rendőrségnél,rend,őrség,nél,,
jogosan,jo,go,san,,
jogosan,jog,os,an,,
lábakat,lá,ba,kat,,
lábakat,lá,bak,at,,
lábakat,láb,ak,at,,
járatban,jár,at,ban,2,
darabokat,da,rabok,at,,
darabokat,darab,ok,at,,
profit,pr,of,it,,
hallanom,hal,lan,om,,
hallanom,hall,an,om,,
csavart,csa,va,rt,,
hassan,ha,ss,an,,
idézet,id,éz,et,,
szabálytalan,szabály,ta,lan,,
szabálytalan,szabály,tal,an,,
szabálytalan,szabályt,al,an,,
stiles,st,il,es,,
mászott,más,zo,tt,,
tartsanak,tart,sa,nak,2,
tartsanak,tart,san,ak,2,
tartsanak,tarts,an,ak,,
gyilkosságokat,gyilkossá,go,kat,,
gyilkosságokat,gyilkosság,ok,at,,
tiszteletre,tisztel,et,re,,
karomat,ka,rom,at,,
karomat,kar,om,at,,
középre,köz,ép,re,,
fokozatosan,fokozat,os,an,,
dillon,di,ll,on,,
újonnan,új,onn,an,,
festette,fe,st,ette,,
festette,fest,et,te,,
állatokkal,áll,at,okkal,,
állatokkal,álla,tok,kal,,
állatokkal,állat,ok,kal,,
középkorú,köz,ép,korú,,
rátaláltam,rá,talál,tam,,
rátaláltam,rá,talált,am,2,
merészelj,me,része,lj,,
mondanivalód,mon,dani,valód,,
mondanivalód,monda,ni,valód,,
gossip,go,ss,ip,,
falusi,fa,lu,si,,
hozzáférés,hozzá,fér,és,2,
készülni,ké,szül,ni,,
készülni,kész,ül,ni,,
hallania,hal,la,nia,,
fegyvereiket,fegyver,ei,ket,,
akadálya,akad,ál,ya,,
sötétedés,sötét,ed,és,2,
vásárló,vá,sár,ló,,
fiatalnak,fia,tal,nak,2,
fiatalnak,fiat,al,nak,,
engedheti,enged,he,ti,,
barátokkal,ba,rátok,kal,,
barátokkal,barát,ok,kal,,
bajkeverő,baj,kev,erő,,
egyensúly,eg,yen,súly,,
egyensúly,egy,en,súly,2,
empire,em,pi,re,,
fájdalma,fáj,dal,ma,2,
dumálni,dum,ál,ni,,
közismert,köz,is,mert,2,
tartozok,tart,oz,ok,,
vereséget,ver,es,éget,,
dolgunkat,dol,gun,kat,,
vállán,vá,ll,án,,
szerkezetet,szer,kezet,et,,
főszereplő,fő,szerep,lő,,
esetről,es,et,ről,,
gondjaim,gond,ja,im,,
régebbi,rég,eb,bi,,
fáradjanak,fáradj,an,ak,,
szemedet,szem,ed,et,,
férfivel,fér,fi,vel,,
romantika,roman,ti,ka,,
pasassal,pa,sas,sal,,
pasassal,pas,as,sal,,
pasassal,pasa,ss,al,,
magánnyomozó,mag,án,nyomozó,,
anyámról,any,ám,ról,2,
vezetőség,vezet,ős,ég,,
feketén,fe,ket,én,,
normálisak,normál,is,ak,,
fogadnak,fog,ad,nak,2,
ennivaló,en,ni,való,2,
ennivaló,enni,va,ló,,
italokat,ital,ok,at,,
titoktartás,ti,tok,tartás,,
titoktartás,titok,tart,ás,,
szörnyetegek,szörny,et,egek,,
dolgotok,dol,go,tok,,
dolgotok,dol,got,ok,,
lakatlan,la,kat,lan,,
néhányuk,né,hány,uk,,
készülve,ké,szül,ve,,
készülve,kész,ül,ve,,
vállam,vá,ll,am,,
hayate,ha,ya,te,2,
gondoltak,gon,dol,tak,,
középkori,köz,ép,kori,,
középkori,közép,ko,ri,,
partján,par,tj,án,,
laborból,la,bor,ból,,
valljam,va,ll,jam,,
valljam,val,lj,am,,
jártatok,jár,ta,tok,,
jártatok,járt,at,ok,,
gyémántokat,gyémánt,ok,at,,
romokban,rom,ok,ban,,
nyugaton,nyu,ga,ton,,
bármihez,bár,mi,hez,3,bár mi hez
fenéket,fe,né,ket,,
hallgató,hall,ga,tó,,
szólalj,szó,la,lj,,
társasága,tár,sas,ága,,
társasága,társ,as,ága,,
gondolataimat,gondolata,im,at,,
mentősök,ment,ős,ök,,
maradványait,marad,ványa,it,,
törvényesen,törvény,es,en,2,
keltem,ke,lt,em,,
éjfélig,éj,fél,ig,2,
tennének,ten,né,nek,,
célozni,cél,oz,ni,,
pasikat,pa,si,kat,,
pasikat,pa,sik,at,,
családunkat,család,un,kat,,
időkre,id,ők,re,2,
mikrofont,mik,ro,font,,
ricardo,ri,car,do,,
rámenős,rá,me,nős,,
rámenős,rá,men,ős,,
rámenős,rám,en,ős,2,
szolgálatra,szolgál,at,ra,,
anyuval,an,yu,val,,
anyuval,any,uv,al,,
malone,ma,lo,ne,,
sikere,si,ke,re,,
bámult,bá,mu,lt,,
sohase,so,ha,se,2,
engedélyezte,engedély,ez,te,,
fejvadász,fej,vad,ász,,
dolcsiért,dol,csi,ért,,
gyerekemet,gyere,ke,met,,
gyerekemet,gyerek,em,et,,
babákat,ba,bá,kat,,
útvonal,út,von,al,,
emeletet,emel,et,et,,
cuccaimat,cucca,im,at,,
hazajöttél,haza,jött,él,2,
adódott,adó,do,tt,,
magazint,ma,gaz,int,,
magazint,mag,az,int,,
öletni,öl,et,ni,,
spanyolországban,spanyol,ország,ban,3,spanyol ország ban
hívhatom,hív,ha,tom,2,
hívhatom,hív,hat,om,,
mozdult,moz,du,lt,,
szemeteket,szeme,te,ket,,
szeszélyes,sze,szél,yes,,
szeszélyes,szesz,él,yes,,
rajtaütés,raj,ta,ütés,,
rajtaütés,rajta,üt,és,2,
vadiúj,va,di,új,,
unokahúga,un,oka,húga,,
unokahúga,uno,ka,húga,,
unokahúga,unoka,hú,ga,,
továbbiakban,további,ak,ban,2,
abbahagyja,ab,ba,hagyja,,
abbahagyja,abba,hagy,ja,,
tagadom,ta,ga,dom,,
tagadom,tag,ad,om,,
jogokat,jo,go,kat,,
jogokat,jog,ok,at,,
általi,ál,ta,li,,
fenevad,fe,ne,vad,,
vállalt,vá,ll,alt,,
jeanne,je,an,ne,,
kettőre,ke,tt,őre,,
észreveszi,ész,re,veszi,2,
újabban,új,ab,ban,,
észrevett,ész,re,vett,2,
észrevett,észre,ve,tt,,
színházba,szín,ház,ba,2,
halottakat,halott,ak,at,,
ifjabb,if,ja,bb,,
szerezned,szer,ez,ned,,
bulija,bu,li,ja,,
pokollá,po,kol,lá,,
fernando,fern,an,do,,
hetero,he,te,ro,,
házadban,ház,ad,ban,2,
házadban,háza,db,an,,
szalonna,szal,on,na,2,
vihart,vi,ha,rt,,
nagynéni,nagy,né,ni,,
folytatta,folyt,at,ta,,
számításba,számít,ás,ba,2,
tökéletesnek,tök,élet,esnek,,
pentagon,pen,ta,gon,,
pentagon,pen,tag,on,,
teremtette,te,rem,tette,2,
teremtette,teremt,et,te,,
tesztelni,tesz,tel,ni,,
hivatott,hiv,at,ott,,
shadow,sh,ad,ow,,
ugyanannyi,ugy,an,annyi,,
ugyanannyi,ugyan,ann,yi,,
martinit,mar,tin,it,,
hivatali,hi,va,tali,,
hivatali,hiv,at,ali,,
látomás,lá,to,más,,
látomás,lá,tom,ás,,
látomás,lát,om,ás,,
bizonyosan,bizony,os,an,,
fenéből,fe,né,ből,,
tartottál,tart,ot,tál,,
tartottál,tart,ott,ál,2,
andrej,an,dr,ej,,
munkahelyemen,mun,ka,helyemen,,
munkahelyemen,munka,helye,men,,
munkahelyemen,munka,helyem,en,2,
munkahelyemen,munkahely,em,en,,
táncoltam,tán,colt,am,,
bácsinak,bá,csi,nak,,
bácsinak,bá,csin,ak,,
esküvőjére,esküvő,jé,re,,
rugalmas,ru,gal,mas,,
magányosnak,magány,os,nak,,
ügyvédnő,ügy,véd,nő,,
fedezte,fed,ez,te,,
korlátlan,kor,lát,lan,,
szeretetre,szer,etet,re,,
szeretetre,szeret,et,re,2,
melltartó,me,ll,tartó,,
rávett,rá,ve,tt,,
államot,ál,lam,ot,,
államot,áll,am,ot,,
akaratod,ak,ara,tod,,
akaratod,aka,ra,tod,,
hónapokban,hó,napok,ban,,
hónapokban,hónap,ok,ban,2,
testület,test,ül,et,,
szívedre,szív,ed,re,,
csókolózni,csókol,óz,ni,,
retteg,re,tt,eg,,
művészetet,mű,vész,etet,,
művészetet,művész,et,et,,
ráférne,rá,fér,ne,,
életeddel,élet,ed,del,,
okoztak,ok,oz,tak,,
tizenhét,ti,zen,hét,2,
veszélyesnek,veszély,es,nek,,
akkori,ak,ko,ri,,
tudassa,tu,das,sa,,
tudassa,tud,as,sa,,
karaoke,ka,rao,ke,,
emmett,em,me,tt,,
menetet,me,net,et,,
menetet,men,et,et,,
repülőtérre,repülő,tér,re,2,
repülőtérre,repülőt,ér,re,,
japánba,ja,pá,nba,,
japánba,ja,pán,ba,,
vetettem,ve,tett,em,,
kezdened,kezd,en,ed,2,
menekülnek,me,nek,ülnek,,
lillian,li,ll,ian,,
lillian,lil,li,an,,
dolgaim,dol,ga,im,,
miattatok,miatt,at,ok,,
bátyámnak,báty,ám,nak,2,
lányunkat,lány,un,kat,,
kódokat,kód,ok,at,,
morton,mo,rt,on,,
faképnél,fa,kép,nél,2,
szupersztár,szu,per,sztár,,
csapatának,csapat,án,ak,,
keveredtél,ke,vered,tél,,
keveredtél,kev,ered,tél,,
keveredtél,kev,eredt,él,,
keveredtél,kever,ed,tél,,
hallgassanak,hallgass,an,ak,,
kötöttél,köt,öt,tél,,
farkast,far,ka,st,,
segítségemet,segítség,em,et,,
nadine,na,di,ne,,
sikerüljön,si,kerül,jön,2,
sikerüljön,si,kerülj,ön,,
sikerüljön,sik,er,üljön,,
sikerüljön,siker,ül,jön,,
sikerüljön,siker,ülj,ön,,
hullott,hu,ll,ott,,
taktika,tak,ti,ka,,
sietve,si,et,ve,,
egyenest,eg,yen,est,,
egyenest,egy,en,est,2,
egyenest,egye,ne,st,,
érdekelsz,ér,de,kelsz,,
teteje,te,te,je,2,
rohadj,ro,ha,dj,,
mészáros,mész,ár,os,,
hasonlóak,hason,ló,ak,,
nyugodjatok,nyugodj,at,ok,,
ügyvédemet,ügy,védem,et,,
ügyvédemet,ügyvéd,em,et,,
vérezni,vér,ez,ni,,
kínosan,kín,os,an,,
lábadat,lá,bad,at,,
lábadat,láb,ad,at,,
napjai,na,pj,ai,,
valakinél,val,aki,nél,3,val aki nél
valakinél,val,akin,él,,
mindennapos,min,den,napos,,
mindennapos,mind,en,napos,2,
mindennapos,minden,na,pos,2,
mindennapos,minden,nap,os,2,
parkolt,par,ko,lt,,
tartottuk,tart,ott,uk,2,
mozgott,moz,go,tt,,
bogaram,bo,ga,ram,,
uralja,ur,al,ja,,
barátokra,ba,rátok,ra,2,
barátokra,barát,ok,ra,,
kezeltem,keze,lt,em,,
pakolni,pa,kol,ni,,
kalapom,ka,lap,om,,
kalapom,kal,ap,om,,
fenekén,fe,ne,kén,,
fenekén,fe,nek,én,2,
igyatok,ig,ya,tok,,
igyatok,igy,at,ok,,
tönkretett,tönkre,te,tt,,
mentsen,men,ts,en,,
úgyszintén,úgy,szint,én,2,
következett,követ,keze,tt,,
holott,ho,lo,tt,,
sietnem,si,et,nem,,
állatorvos,áll,at,orvos,2,
helyettese,hely,ette,se,2,
helyettese,helyet,te,se,3,helyet te se
hívások,hív,ás,ok,,
babája,ba,bá,ja,,
árultam,áru,lt,am,,
hordanak,hord,an,ak,,
bocsánatkérést,bocsánat,ké,rést,,
fájlokat,fáj,lo,kat,,
fájlokat,fájl,ok,at,,
alexet,al,ex,et,,
véglegesen,végleg,es,en,,
arcokat,arc,ok,at,,
rajongok,ra,jong,ok,,
éjjelen,éj,jel,en,,
törvényen,tör,vén,yen,,
biológia,bio,ló,gia,,
képeslapot,kép,es,lapot,,
képeslapot,képes,lap,ot,2,
meleget,mel,eg,et,,
marianne,ma,ri,anne,,
marianne,mar,ian,ne,,
marianne,mari,an,ne,,
harapás,ha,rap,ás,,
arcomon,arc,om,on,,
forrásból,forr,ás,ból,,
